Life expectancy,Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
66.1,2014,2,0,0,97.9,75,0,77.1,0,79,1.2,75,0.1,1684.5,11458,0.1,0.1,0.6,11.9
65.8,2013,22,0,0,137.3,95,0,76.7,0,91,1.2,95,0.1,1724.4,18535,0.1,0.1,0.6,11.9
65.7,2012,24,0,0,147.5,94,0,76.2,0,92,1.4,94,0.1,1763.8,16613,0.1,0.1,0.6,11.9
65.5,2011,26,0,0.5,30.5,95,0,75.7,0,95,1.4,99,0.1,1692.6,14656,0.1,0.1,0.6,11.9
65.3,2010,27,0,0.5,18.2,91,0,75.2,0,95,1.5,91,0.1,1493.2,12652,0.1,0.1,0.6,11.9
65.2,2009,28,0,0.5,162.3,86,0,74.6,0,84,12.2,86,0.1,1297.3,1568,0.1,0.1,0.6,11.9
65.1,2008,21,0,0.5,167.6,83,0,74.1,0,74,12.2,82,0.1,1413.3,9844,0.2,0.1,0.6,11.6
65,2007,211,0,0.7,188.7,96,0,73.4,0,93,13.7,94,0.1,1357.6,96311,0.2,0.1,0.6,11.8
65,2006,212,0,0.8,18.2,88,0,72.8,0,86,1.9,86,0.1,1151.6,9426,0.2,0.1,0.6,12.1
64.9,2005,213,0,0.6,111.7,5,0,72.1,0,74,1.6,79,0.1,1214.6,92325,0.2,0.2,0,12.2
64.8,2004,214,0,0.5,10.6,67,0,71.4,0,61,1.4,62,0.1,113.6,9542,0.2,0.2,0,12.4
64.7,2003,215,0,0.5,1.8,73,0,7.6,0,79,10,7,0.1,115.4,88895,0.2,0.2,0,11.6
64.6,2002,217,0,0.5,70.8,79,0,69.7,0,96,9.1,77,0.1,826.6,87343,0.2,0.2,0,11.7
64.3,2001,219,0,0.6,60,85,0,68.8,0,88,9,85,0.1,734.9,85858,0.2,0.2,0,10.4
64.1,2000,222,0,0.5,11.1,9,0,67.9,0,9,8.1,9,0.1,796.8,8446,0.2,0.2,0,10
74.7,2015,81,0,4.3,0,99,18,71.4,1,99,6.1,99,0.1,28975.4,13452239.1,3.5,3.4,0.8,13.3
74.6,2014,82,0,0,2480.9,96,55,7.8,1,94,3.4,95,0.1,42996.5,13452239.1,3.4,3.4,0.8,13
74.5,2013,83,1,0,2792.7,99,62,7.2,1,99,2.6,99,0.1,48400,13452239.1,3.4,3.3,0.8,13.1
74.3,2012,84,1,0,2958,98,27,69.5,1,98,2.6,98,0.1,51264.7,13452239.1,3.4,3.3,0.8,13.2
74.2,2011,85,1,0,2785.1,99,32,69,1,99,2.6,99,0.1,48268.6,13452239.1,3.3,3.2,0.8,13.4
74,2010,86,1,0,2009.6,99,13,68.4,1,98,2.8,98,0.1,38497.6,13452239.1,3.3,3.2,0.8,13.5
73.9,2009,87,1,0.1,3001.6,99,0,67.9,1,99,3.9,99,0.1,37567.3,13452239.1,3.3,3.2,0.8,13.6
73.8,2008,88,1,0,2078.4,99,0,67.5,1,99,1.9,99,0.1,55572,13452239.1,3.3,3.1,0.8,13.8
73.7,2007,89,1,0,2555.3,99,0,67.1,1,99,2.1,99,0.1,45794,13452239.1,3.2,3.1,0.8,13.9
73.6,2006,89,1,0,2443.4,99,0,66.7,1,99,2.3,99,0.1,42717.6,13452239.1,3.2,3.1,0.8,14.1
73.6,2005,9,0,0,239.6,99,10,66.3,1,99,2.4,99,0.1,3549.3,13452239.1,3.2,3.1,0.8,14.2
73.5,2004,91,0,0,1731.1,94,23,65.9,1,98,2.8,98,0.1,26921.8,13452239.1,3.2,3,0.8,14.4
73.4,2003,93,0,0,159,99,0,65.5,1,99,3.2,99,0.1,2271.6,13452239.1,3.2,3,0.8,14.1
73.3,2002,94,0,0,1209.7,99,0,65,1,99,3.6,99,0.1,17789.4,13452239.1,3.2,3,0.8,13.9
73.2,2001,95,0,0,113.2,99,0,64.5,1,99,3.6,99,0.1,1655,13452239.1,3.2,3,0.8,14
73.2,2000,96,0,0,959.9,95,6,64,1,94,2.5,98,0.1,18389.4,13452239.1,3.2,3.1,0.8,14.1
71.1,2015,166,3,4.3,0,97,17779,44.9,3,97,6.1,97,0.1,6938.3,13452239.1,3.3,3.4,0.7,13
78,2014,17,3,0,0,96,318,43.9,4,95,6.5,96,0.1,6938.3,13452239.1,3.3,3.4,0.7,12.8
77,2013,174,3,0,0,97,1,43,4,97,6.7,97,0.1,6938.3,13452239.1,3.3,3.3,0.6,12.5
69.9,2012,18,3,0,0,96,0,42.2,4,94,7,96,0.1,6938.3,13452239.1,3.2,3.3,0.6,12.3
69.4,2011,188,4,3.3,0,96,222,41.4,4,94,6.2,96,0.2,6938.3,13452239.1,3.2,3.3,0.6,12.1
68.8,2010,199,4,2.7,0,96,0,4.7,4,88,6.7,96,0.1,6938.3,13452239.1,3.2,3.3,0.6,12.2
68.5,2009,21,4,2.4,0,96,1,4.1,4,96,6.8,95,0.1,6938.3,13452239.1,3.3,3.4,0.6,12.4
67.6,2008,217,4,2.5,0,97,16,39.5,4,95,6.7,95,0.2,6938.3,13452239.1,3.3,3.4,0.6,12.6
67.2,2007,229,4,2.8,0,94,40,39,4,94,6.9,94,0.1,6938.3,13452239.1,3.3,3.4,0.6,12.6
66.7,2006,234,4,2.5,0,9,27,38.5,4,93,6.7,92,0.1,6938.3,13452239.1,3.3,3.4,0.6,12.5
66.9,2005,224,4,2.8,0,97,53,38,4,98,5.8,98,0.1,6938.3,13452239.1,3.4,3.4,0.6,12.4
67.1,2004,218,4,3.4,0,99,8,37.5,4,98,5.6,99,0.1,6938.3,13452239.1,3.4,3.4,0.6,12.5
66.6,2003,217,4,3.5,0,99,6,37,4,98,5.4,98,0.1,6938.3,13452239.1,3.5,3.5,0.6,12.2
66.7,2002,215,4,3.3,0,99,2,36.5,5,99,5.4,98,0.1,6938.3,13452239.1,3.5,3.5,0.6,12.1
67.2,2001,217,4,2.6,0,57,17,36,5,99,4.8,99,0.1,6938.3,13452239.1,3.6,3.6,0.6,11.8
66.6,2000,225,4,2.1,0,44,16,35.6,5,99,4.7,99,0.1,6938.3,13452239.1,3.6,3.6,0.6,11.4
65.7,2015,194,8,4.3,0,89,56,21.7,11,89,6.1,89,0.2,6938.3,13452239.1,8.8,8.9,0.6,10.8
65.3,2014,199,8,0,0,88,339,2.9,11,88,1.9,88,0.2,6938.3,13452239.1,8.9,9,0.6,10.6
64.9,2013,23,9,0,0,87,71,2.1,12,86,2,87,0.3,6938.3,13452239.1,9,9.1,0.6,10.4
64.4,2012,28,9,0,0,79,32,19.4,12,78,2.1,79,0.3,6938.3,13452239.1,9.1,9.2,0.6,10.2
64,2011,213,9,5.4,0,78,113,18.7,13,79,2.2,78,0.3,6938.3,13452239.1,9.2,9.4,0.5,9.9
63.6,2010,218,10,6,0,74,153,18,13,76,2.8,74,0.3,6938.3,13452239.1,9.3,9.5,0.5,9.6
63.1,2009,223,10,5.2,0,67,78,17.3,14,67,3.8,67,0.2,6938.3,13452239.1,9.4,9.6,0.5,9.4
62.6,2008,228,10,5.1,0,61,174,16.7,14,6,2.8,61,0.2,6938.3,13452239.1,9.6,9.7,0.5,9.2
62.1,2007,234,11,5,0,5,1678,16.1,15,46,4.1,5,0.2,6938.3,13452239.1,9.7,9.8,0.5,9
61.5,2006,24,11,3.7,0,57,58,15.5,15,56,4.1,57,0.2,6938.3,13452239.1,9.9,9.9,0.5,9
61,2005,246,11,3.7,0,49,295,14.9,16,5,4.3,49,0.2,6938.3,13452239.1,1,1.1,0.5,8.7
64,2004,252,12,3.5,0,45,1491,14.4,16,46,4.5,45,0.2,6938.3,13452239.1,1.1,1.2,0.5,8.6
59.8,2003,259,12,3.4,0,5,1810,13.8,17,52,4.9,49,0.1,6938.3,13452239.1,1.2,1.3,0.5,8.3
59.3,2002,265,13,3.3,0,79.5,2070,13.3,18,55,4.4,53,0.1,6938.3,13452239.1,1.3,1.4,0.5,8
58.7,2001,271,13,3.1,0,79.5,94,12.7,19,55,4.3,52,0.1,6938.3,13452239.1,1.4,1.5,0.5,8
58.1,2000,278,14,5.2,0,79.5,332,12.3,20,57,3.4,51,0.1,6938.3,13452239.1,1.5,1.5,0.5,8
74.6,2015,153,0,4.3,0,94,0,61.2,0,95,6.1,95,0.1,13666.6,1977527,2.2,2.1,0.8,16
74.4,2014,156,0,0,1542.6,92,36,6.7,0,92,5.9,92,0.1,15725.1,1993782,2.2,2.2,0.8,16
74.1,2013,161,0,10.4,150.3,94,0,6.2,0,94,5.7,94,0.1,1532.2,212647,2.2,2.2,0.8,15.4
73.8,2012,163,0,10.2,1356,9,3,59.8,0,91,5.9,91,0.1,13822.9,234319,2.2,2.2,0.8,15.5
73.6,2011,169,0,10.1,24.7,89,1,59.4,0,92,6.1,92,0.1,1372.7,25979,2.2,2.3,0.8,15.8
72.8,2010,18,0,9.8,1110,91,0,58.9,0,92,6.6,92,0.1,11326.2,297555,2.2,2.3,0.8,16
72.6,2009,184,0,9.9,1137.6,92,0,58.5,0,94,6.8,94,0.1,12219.4,2141669,2.3,2.3,0.8,16.4
71.9,2008,199,0,11.8,253.4,93,3,58.1,0,94,6.6,94,0.1,16348.5,2177322,2.3,2.4,0.8,16.3
78,2007,221,0,12.1,171,91,0,57.7,0,94,7.1,94,0.1,1444.2,22325,2.4,2.4,0.8,16.2
75,2006,229,0,10.4,1099.2,94,7,57.4,0,96,6.8,96,0.1,9668,2218357,2.4,2.5,0.8,16.2
76,2005,216,0,9.9,86.9,99,2,57,0,99,6.4,99,0.1,7558.7,2238799,2.5,2.5,0.8,15.9
71,2004,26,0,8.8,80,98,0,56.6,0,99,6.5,99,0.1,6351.8,2263122,2.5,2.6,0.8,15.5
78,2003,29,0,8.2,478.1,98,0,56.3,0,98,6.2,98,0.1,5135,2287955,2.6,2.6,0.8,15.2
73,2002,219,0,7.4,376.5,98,0,56,0,98,6.3,97,0.1,4132.3,231173,2.7,2.7,0.7,14.8
69.9,2001,228,0,6.7,332.3,96,1,55.7,0,97,6.2,97,0.1,3572.9,233717,2.8,2.8,0.7,14.2
71,2000,218,0,7.1,291,95,0,55.4,0,96,6,96,0.1,3352.7,236755,2.8,2.8,0.7,13.7
74.9,2015,98,1,4.3,0,81,39,66.1,1,75,6.1,81,0.1,846.6,5851479,4.9,4.9,0.8,13.3
74.8,2014,99,1,1.3,140.4,81,112,65.4,1,75,6.4,81,0.1,8161.5,563279,4.8,4.9,0.8,13.3
74.9,2013,97,1,1.3,14.6,81,1761,64.9,1,75,6.6,81,0.1,846.3,527612,4.8,4.8,0.8,13.3
75,2012,93,1,1.5,151.2,81,9,64.4,1,75,7,81,0.1,8787.9,491644,4.8,4.8,0.8,13.3
75,2011,93,1,1.6,835.1,81,9,64,1,75,7.1,81,0.1,8735,4588368,4.7,4.7,0.8,13.2
74.9,2010,94,1,1.6,805.4,81,12,63.5,1,75,7.2,81,0.1,8763.8,4337141,4.7,4.7,0.8,13.3
74.7,2009,95,1,1.6,8.1,81,22,63,1,75,7.4,81,0.1,84.3,4183156,4.7,4.7,0.7,13.2
74.5,2008,98,1,1.7,69.1,81,24,62.5,1,75,8.7,81,0.1,712.8,411147,4.7,4.7,0.7,13.1
74.4,2007,98,1,1.7,8.9,8,373,61.9,1,75,8.9,8,0.1,614.3,486466,4.7,4.6,0.7,12.9
74.1,2006,1,1,1.8,534.6,78,956,61.4,1,75,8.8,78,0.1,5372.7,45735,4.7,4.6,0.7,13.2
73.9,2005,11,1,1.9,630.1,77,618,6.8,1,74,8.4,77,0.1,5339.4,3986852,4.7,4.6,0,13.7
73.7,2004,13,1,2.1,618.4,75,213,6.2,1,74,8.9,75,0.1,5424.2,3863267,4.7,4.6,0,14.2
73.5,2003,15,1,2.2,527.9,74,526,59.7,1,74,9.3,74,0.1,5425.7,371464,4.8,4.7,0,14.8
73.2,2002,17,1,2,70.1,77,36,59.1,1,77,1.5,77,0.1,5436.6,3522837,4.8,4.7,0,15.2
73,2001,11,1,2.2,510.6,8,8,58.6,1,8,1.9,8,0.1,5253.1,3359859,4.9,4.7,0,15
72.7,2000,112,1,2.3,404.4,83,5,57.9,1,83,1.9,83,0.1,5334.9,3235366,4.9,4.8,0,14.9
53.7,2015,484,4,4.3,0,93,0,32.6,6,9,6.1,93,9.3,173.8,2174645,5.5,5.3,0.5,10.7
52.1,2014,522,4,0,162.1,93,0,32,6,9,1.6,93,9.4,1174.8,2145785,5.8,5.6,0.5,10.8
52.1,2013,518,4,0,153.3,93,516,31.4,6,9,11.7,93,9.6,1196.1,2117361,6.1,5.9,0.5,11.1
52.2,2012,513,4,0,168.1,95,179,3.8,6,93,11.1,95,9,1281.5,289928,6.4,6.2,0.5,11
52.3,2011,52,4,2.4,195.8,96,172,3.2,6,95,11.8,96,10.5,1352.4,264166,6.8,6.6,0.5,11
51.1,2010,527,4,2.7,154.9,93,2488,29.7,6,92,1.9,93,13.4,1173.3,24551,7.2,7,0.5,10.9
49.4,2009,566,4,2.8,104.3,91,0,29.2,6,89,9.8,91,18.2,923.1,21929,7.6,7.4,0.5,10.8
47.8,2008,592,5,2.8,91.9,88,0,28.8,6,86,8.9,88,27.3,934.4,199993,8,7.8,0.4,10.7
46.2,2007,633,4,2.7,9.2,9,2,28.3,6,87,8.5,88,30,918.4,1982287,8.4,8.3,0.4,10.6
45.3,2006,654,5,2.6,71.2,91,1,27.9,6,88,7.1,89,34.1,915.8,1965662,8.8,8.7,0.4,10.7
44.5,2005,675,5,2.7,57.9,87,0,27.4,6,88,6.3,89,34.8,862.9,1949543,9.3,9.2,0.4,10.7
44.8,2004,666,5,1.8,67.9,6,31,26.9,7,89,7,9,34.6,781.5,1933728,9.7,9.7,0.4,10.7
45.5,2003,648,5,2,5.3,17,1,26.4,7,9,7.1,9,33.8,63.6,191897,1.2,1.1,0.4,10.5
46.4,2002,622,5,3,3.5,79.5,0,25.9,7,84,6.9,84,32.5,47.9,192312,1.6,1.6,0.4,10.4
47.8,2001,586,5,2.9,38.6,79.5,217,25.4,7,78,7.5,78,31.2,437.8,1885955,11.1,11.1,0.4,10.3
49.3,2000,543,5,3.1,29.9,79.5,660,24.9,7,82,6.9,83,29.8,474.8,1868699,11.5,11.6,0.4,9.6
61.4,2015,259,8,4.3,0,52,1060,27.3,11,52,6.1,52,0.9,452.4,4499621,6.5,6.4,0.4,9.9
58.1,2014,329,8,0,54.4,5,34,26.7,11,49,1.4,5,0.9,458.5,439737,6.7,6.5,0.4,9.9
61.1,2013,258,9,0,45,76,0,26.1,11,75,9.3,76,1.1,454.1,4286291,6.8,6.7,0.4,9.8
67,2012,261,9,0,48.1,8,43,25.6,12,8,1.2,8,1.2,415.4,4181563,7,6.9,0.4,9.6
62,2011,266,9,3.7,60.4,77,279,25,12,77,11.2,77,1.5,379.7,47167,7.2,7,0.4,9.5
59.7,2010,272,9,3.6,41.9,47,2200,24.5,13,71,11.9,7,1.8,327.4,3948125,7.4,7.2,0.4,9.6
59.2,2009,277,10,3.8,5.6,64,6,24,13,84,14.4,81,2.1,33.7,3811528,7.6,7.4,0.4,9.7
58.6,2008,281,10,3.9,40,64,1,23.4,14,79,11.8,75,2.4,232.6,3662993,7.7,7.6,0.4,9.8
57.9,2007,286,10,4,3.7,79.5,1,22.9,14,67,1.2,65,2.8,21.4,3512932,7.9,7.8,0.4,9.9
56.7,2006,32,11,4.1,15.8,79.5,20,22.4,15,66,1.9,6,3,178.9,3375838,8.1,8.1,0.4,10
55.3,2005,316,12,4.2,22.4,79.5,8,22,16,66,8.4,6,3.1,168.6,326123,8.3,8.3,0.4,10.1
54,2004,329,12,4.2,17.9,79.5,4,21.5,17,47,8.8,31,3.2,149.4,3176414,8.5,8.5,0.3,10.2
50,2003,42,13,4.2,9.8,79.5,142,21.1,18,49,3.4,35,3.2,133.5,3116233,8.7,8.7,0.4,10.3
56,2002,371,13,4.3,10.4,79.5,131,2.7,19,51,5.4,39,3.1,177.3,362863,8.8,8.9,0.4,10.4
51.5,2001,333,14,4.4,16.7,79.5,1379,2.4,20,54,6.4,42,3.1,174.2,2991132,9,9,0.4,10.5
51.9,2000,39,14,4.5,12.2,79.5,5977,2.2,20,56,5.9,46,3.1,183.4,2884522,9.2,9.2,0.3,8.7
72.7,2015,138,1,4.3,0,97,82,64.8,2,97,6.1,97,0.1,6938.3,13452239.1,5.8,5.5,0.7,13.4
72.4,2014,143,2,0,0,94,372,63.8,2,94,5,94,0.1,6938.3,13452239.1,5.7,5.5,0.7,13.4
72.9,2013,134,2,0,0,96,0,62.8,2,96,4.3,96,0.1,6938.3,13452239.1,5.7,5.5,0.7,13.4
72.9,2012,133,2,0,0,98,320,61.8,2,98,4.3,98,0.1,6938.3,13452239.1,5.6,5.4,0.7,13.7
71.3,2011,161,2,0,36.1,98,0,6.9,2,98,4.8,98,0.1,562.5,13452239.1,5.6,5.4,0.8,14
72.8,2010,132,2,0,52.5,98,0,59.9,2,98,3.5,98,0.1,1212.6,13452239.1,5.6,5.4,0.8,14.3
72.7,2009,132,2,0,63.6,98,329,59,2,98,3.2,98,0.1,1297,13452239.1,5.6,5.4,0.8,14.6
72.6,2008,132,2,0,532.7,98,8,58.2,2,98,2.4,98,0.1,14396.5,13452239.1,5.5,5.4,0.8,14.8
72.5,2007,132,2,0,54.9,98,59,57.4,3,98,2.6,98,0.1,1138.6,13452239.1,5.5,5.4,0.8,15.1
72.2,2006,134,2,0,493.4,98,1,56.7,3,98,2.5,98,0.1,9345,13452239.1,5.5,5.4,0.8,15.4
71.9,2005,138,2,0,472.3,97,292,56,3,98,2.7,98,0.1,8171.4,13452239.1,5.5,5.4,0.7,15.7
71.5,2004,141,2,0,31.8,99,2771,55.3,3,97,3.5,97,0.1,586.8,13452239.1,5.5,5.4,0.7,15.9
71.3,2003,144,3,0,295.1,96,0,54.6,3,95,4.6,95,0.1,4677,13452239.1,5.6,5.4,0.7,16
71.1,2002,146,3,0,29.1,91,3890,54,3,93,4.6,93,0.1,375.4,13452239.1,5.6,5.4,0.7,15.8
71,2001,147,3,0,362.4,93,633,53.4,3,94,4.6,94,0.1,6269.6,13452239.1,5.6,5.5,0.7,15.7
78,2000,148,3,0,457.3,92,0,52.8,3,94,3.4,94,0.1,7145.6,13452239.1,5.7,5.5,0.7,15.5
73.6,2015,165,0,4.3,0,94,50,62.4,0,93,6.1,93,0.1,14252.4,29491,2.6,2.6,0.8,16.5
73.4,2014,169,0,15.2,2211.7,94,11,61.9,0,93,6.6,93,0.1,16555,2932367,2.6,2.7,0.8,16.5
73,2013,178,0,15,1968.8,93,35,61.4,0,93,6.6,93,0.1,15712.8,2957689,2.7,2.7,0.8,16.4
73,2012,176,0,15.1,1807.1,93,0,6.9,0,93,6.7,93,0.1,14341.8,2987773,2.7,2.7,0.8,16.5
72.8,2011,18,0,12.7,1758.8,95,7,6.5,0,92,6.9,92,0.1,14357.7,328115,2.7,2.8,0.8,16.7
72.4,2010,188,0,12.9,1423.8,94,2,6,0,95,7.9,95,0.1,11984.9,397282,2.8,2.8,0.8,16.8
72.2,2009,192,0,12.4,1446.5,95,0,59.7,0,98,7.5,98,0.1,11837.4,3162916,2.8,2.9,0.8,16.6
71.1,2008,224,0,13.3,1888.1,96,1,59.3,0,96,6.6,96,0.1,14961.6,3198231,2.9,2.9,0.8,16.5
72,2007,24,0,13.4,1581.5,96,0,59,0,95,6.2,95,0.1,12297.9,3231294,2.9,3,0.8,16.4
76,2006,229,0,12.7,116.5,95,1,58.7,0,94,6.2,94,0.1,924.6,326999,3,3,0.8,16.4
78,2005,222,0,12.3,913.7,95,1,58.4,0,93,5.8,94,0.1,7863.2,3322528,3,3.1,0.8,16.2
71.6,2004,24,0,12.1,76.4,94,1,58.1,0,9,5.7,94,0.1,677,337775,3.1,3.1,0.8,16.3
71.6,2003,22,0,11.3,81,95,1,57.8,0,91,6.5,94,0.1,555.5,3415213,3.2,3.2,0.8,15.8
71.4,2002,22,0,11,561.9,94,103,57.5,0,97,6.4,95,0.1,4147,344367,3.3,3.3,0.8,15.3
71.2,2001,21,0,10.2,42.9,95,7,57.2,0,97,6.3,95,0.1,353.1,347818,3.3,3.3,0.8,14.7
71.6,2000,2,0,9.9,373.3,98,19,56.9,0,92,6.5,94,0.1,3297.4,3499536,3.4,3.4,0.7,14
82,2015,63,0,4.3,0,94,0,61.3,0,99,6.1,99,0.1,1199.8,56964,1,0.9,0.9,13.9
81.7,2014,65,0,11.1,16255.2,94,0,6.9,0,99,6.9,99,0.1,119172.7,556319,1,0.9,0.9,13.9
81.4,2013,68,0,11,15515.8,94,0,6.5,0,99,7.1,99,0.1,113751.9,54336,0.9,0.9,0.9,13.9
81.1,2012,7,0,11.3,2284.6,94,2,6.1,0,99,7.2,99,0.1,16749.1,53946,0.9,0.9,0.9,13.9
88,2011,72,0,11.5,17028.5,95,6,59.6,0,96,7.3,99,0.1,115761.6,518347,0.9,0.9,0.9,13.9
86,2010,73,0,11.4,2267.3,94,0,59.2,0,96,7.7,99,0.1,14965.4,56953,0.9,0.9,0.9,13.7
83,2009,76,0,11.4,2052.4,95,0,58.8,0,96,8.1,99,0.1,13198.7,497783,0.9,0.9,0.9,13.5
80,2008,8,0,11.5,18961.3,94,1,58.4,0,96,7.3,99,0.1,114293.8,48865,0.9,0.9,0.9,13.5
79.7,2007,82,0,11.8,267.1,87,0,57.9,0,96,6.8,99,0.1,1618.5,479993,0.9,0.9,0.9,13.5
79.4,2006,85,0,12,15345.5,95,8,57.5,0,99,7.8,99,0.1,89739.7,472637,0.9,0.9,0.9,13.5
78.8,2005,9,0,11.8,1346.2,95,0,57,0,99,8,99,0.1,8289.7,465158,1,0.9,0.9,13.5
78.7,2004,92,0,12.4,12372.1,94,0,56.4,0,99,8.2,99,0.1,75716.4,45895,1,0.9,0.9,13.5
78.6,2003,92,0,12.6,10111.4,95,1,55.8,0,99,7.7,98,0.1,65445.9,45163,1,0.9,0.9,13.6
78.3,2002,95,0,12.9,910.5,95,0,55.2,0,99,8.3,99,0.1,5293.6,446175,1,0.9,0.9,13.5
78,2001,96,0,12.9,7877.3,86,0,54.6,0,99,7.4,99,0.1,48179.4,441525,1,1,0.9,13.4
77.8,2000,98,0,13.1,8246.1,77,0,54,0,99,7.5,99,0.1,48736,4363,1,1,0.8,13.5
65.5,2015,22,28,4.3,0,69,3,2.5,38,71,6.1,69,0.3,41.9,2423488,7.1,7.1,0.5,10.3
65.1,2014,225,29,0,5.3,73,3,2,39,73,3.4,73,0.3,452.5,2358981,7.2,7.1,0.5,10.3
64.7,2013,23,29,0.9,79.5,74,6,19.5,40,73,4.2,74,0.4,461.7,22961146,7.3,7.2,0.5,10.3
64.3,2012,235,30,0.9,60,7,2,19,42,71,3.5,7,0.4,444,22346573,7.4,7.3,0.5,10.2
63.8,2011,241,31,1,78.8,73,0,18.5,43,73,4.2,73,0.4,455,21743949,7.5,7.4,0.5,10.2
63.3,2010,248,32,1,76.6,7,1,18,45,7,4.9,7,0.5,412.7,2115164,7.6,7.5,0.5,10.2
62.8,2009,254,33,0.9,71.2,77,0,17.6,47,76,4.7,77,0.5,415.7,2569121,7.7,7.6,0.5,9.7
62.3,2008,259,34,0.7,6.4,77,3,17.1,49,77,4.5,77,0.5,47.7,19996469,7.8,7.7,0.5,9.4
61.9,2007,261,35,0.7,55.4,84,0,16.7,51,83,5,84,0.6,377.8,19433523,7.9,7.8,0.5,9.1
61.4,2006,263,36,0.7,38.4,82,2,16.3,54,83,5.1,85,0.6,292.2,1888268,8,7.9,0.5,9
69,2005,265,37,0.7,33.7,81,0,15.8,56,8,5.3,85,0.6,274.8,18336724,8.1,8,0.5,8.9
64,2004,267,38,0.8,23.7,71,35558,15.4,58,74,4.9,78,0.6,245.1,1782997,8.2,8.1,0.5,8.7
59.9,2003,268,40,0.9,37.1,61,62233,15,60,65,4.8,66,0.7,316.8,17279141,8.3,8.3,0.5,8.5
59.3,2002,271,41,0.9,47.5,51,10795,14.7,63,61,5.3,62,0.7,262.3,16765117,8.5,8.4,0.5,8.3
58.7,2001,276,42,1.1,42.6,79.5,9357,14.3,65,6,5.2,6,0.7,278.6,1626932,8.6,8.5,0.5,8.2
57.9,2000,283,44,1.2,35.7,79.5,35256,13.9,68,58,5.8,57,0.6,245.9,1576686,8.7,8.6,0,8
58.3,2015,365,26,4.3,0,88,0,19.6,38,88,6.1,88,4.8,362.7,1757367,6.4,6.2,0.5,10.8
57.6,2014,377,27,0,59.5,91,3,19.2,40,87,11.4,91,5.1,354.7,1768838,6.5,6.3,0.5,10.7
56.7,2013,394,29,0,55.8,89,1,18.8,42,89,2,89,6.3,332.9,16577147,6.5,6.4,0.5,10.7
55.3,2012,42,31,0,82.8,96,11,18.4,46,95,12.6,96,8.3,374.5,169735,6.6,6.5,0.5,10.7
54.1,2011,441,32,1.2,13.8,97,26,18,50,97,11.7,97,11.2,512.1,15627618,6.7,6.6,0.4,10.6
52.9,2010,462,35,1.1,9.7,93,118712,17.6,54,86,1.5,93,13.7,458.9,1516795,6.8,6.7,0.4,10.2
51.5,2009,491,36,1.2,7.9,93,21,17.3,56,93,1.2,93,14.9,42.7,1471462,6.9,6.8,0.4,9.9
50,2008,525,36,1.3,74.3,91,20,16.9,58,92,1.7,91,16.9,372.8,14271234,7,6.9,0.4,9.6
48.5,2007,559,37,1.2,4.3,87,143,16.6,59,88,9.3,87,19.3,32.2,1384969,7.1,7,0.4,9.7
47.1,2006,587,38,1.2,6.8,99,1,16.2,61,99,9,99,21.1,297.7,13429262,7.3,7.1,0.4,9.6
46,2005,66,39,1,5.7,93,184,15.9,62,94,8.2,93,22.4,28.4,1339711,7.4,7.2,0.4,9.7
45.1,2004,615,40,1.1,58.1,89,1116,15.5,65,94,7.8,89,23.4,274.2,1267638,7.5,7.4,0.4,10
44.6,2003,613,43,1.1,4.4,84,167,15.2,70,85,6.4,84,24.2,26.2,12336687,7.6,7.5,0.4,10.3
44,2002,67,46,1.1,3.9,64,92,14.8,75,79,4.8,64,24.7,30,1213711,7.7,7.6,0.4,10.4
43.5,2001,599,48,1.2,12.8,79.5,150,14.4,80,86,5.7,9,25.1,146.8,11695863,7.9,7.7,0.4,10.1
43.1,2000,588,51,1.2,13.8,79.5,304,14.1,84,73,6.7,75,25.5,153.3,11376172,8,7.9,0.4,10.7
75,2015,123,4,4.3,0,99,1318,4.6,4,99,6.1,99,0.1,9643.6,3723155,7.5,7.3,0.8,13.1
74.8,2014,126,4,0.5,721.4,96,221,39.5,4,97,4.2,97,0.1,11184,322817,7.6,7.4,0.8,13
74.6,2013,128,3,0.5,110.7,96,195,38.5,4,97,4.2,97,0.1,1882.3,2976724,7.8,7.6,0.8,12.9
74.5,2012,129,3,0.5,101.6,97,1868,37.4,4,97,4.1,97,0.1,1779.5,2917456,7.9,7.7,0.8,12.9
74.3,2011,13,3,0.5,9.2,96,1569,36.3,4,96,3.9,96,0.1,145.1,28635128,8,7.8,0.8,13
74.1,2010,131,3,0.5,65.6,96,73,35.3,4,96,4,96,0.1,971.4,28112289,8.2,8,0.8,12.8
74,2009,131,3,0.5,431.5,96,153,34.4,4,97,4,97,0.1,7326.7,2765383,8.3,8.2,0.8,12.6
73.8,2008,132,3,0.5,438.5,97,334,33.4,4,97,3.5,97,0.1,8513.6,2711169,8.5,8.3,0.7,12.5
73.7,2007,133,3,0.4,410,96,394,32.5,4,97,3.6,97,0.1,7269.2,26625845,8.7,8.5,0.7,12.3
73.6,2006,134,3,0.4,365.9,95,564,31.6,4,95,3.7,95,0.1,6223,26143566,8.8,8.6,0.7,12.7
73.4,2005,135,3,0.5,297.6,96,1407,3.7,4,96,3.3,96,0.1,5593.8,25659393,9,8.8,0.7,12.9
